id_catalogo_bien_servicio,id_catalogo_bien_servicio_padre,codigo,codigo_completo,nombre,nivel,id_bien_servicio_tipo,estado,revision,id_arai,sincronizar
10000949,5983,2020,2.9.5.02020,TAMBOR QUIRURGICO,4,C,AC,,,N
10000950,5983,2157,2.9.5.02157,JERINGA DESCARTABLE,4,C,AC,,,N
10000951,5983,2160,2.9.5.02160,DESCARTADOR DE AGUJAS,4,C,AC,,,N
10000952,5983,2161,2.9.5.02161,CATETER,4,C,AC,,,N
10000953,5983,2181,2.9.5.02181,LLAVE CONDUCTORA DE VIAS,4,C,AC,,,N
10000954,5983,2182,2.9.5.02182,SET DE SUBCLAVIA,4,C,AC,,,N
10000955,5983,2202,2.9.5.02202,SONDA,4,C,AC,,,N
10000956,5983,2204,2.9.5.02204,GUIA DE SUERO,4,C,AC,,,N
10000957,5983,2205,2.9.5.02205,PROLONGADOR P/GUIA SUERO,4,C,AC,,,N
10000958,5983,2220,2.9.5.02220,TRANSDUCTOR DE PRESION,4,C,AC,,,N
10000959,5983,2225,2.9.5.02225,ELECTRODO P/MEDICINA,4,C,AC,,,N
10000960,5983,2226,2.9.5.02226,CONECTOR P/MEDICINA,4,C,AC,,,N
10000961,5983,2323,2.9.5.02323,CUBETA PERFORABLE,4,C,AC,,,N
10000962,5983,2324,2.9.5.02324,FRESA TUNGSTENO,4,C,AC,,,N
10000963,5983,2325,2.9.5.02325,PIEDRA P/TURBINA,4,C,AC,,,N
10004039,5937,840,2.2.2.00840,TAPADO,4,C,AC,,,N
10000964,5983,2326,2.9.5.02326,MANOPLA DESCARTABLE,4,C,AC,,,N
10000965,5983,2366,2.9.5.02366,HISOPO,4,C,AC,,,N
10000966,5983,2468,2.9.5.02468,CORONA ODONTOLOGICA,4,C,AC,,,N
10000967,5983,2469,2.9.5.02469,CUBETA ODONTOLOGICA,4,C,AC,,,N
10000968,5983,2496,2.9.5.02496,SUTURA,4,C,AC,,,N
10000969,5983,2505,2.9.5.02505,BOLSA COLECTORA,4,C,AC,,,N
10000970,5983,2506,2.9.5.02506,SENSOR DE S.P. O2,4,C,AC,,,N
10000971,5983,2514,2.9.5.02514,MATRACES AFORADOS,4,C,AC,,,N
10000972,5983,2515,2.9.5.02515,VASO PRECIPITADO,4,C,AC,,,N
10000973,5983,2516,2.9.5.02516,LAZO P/EXTRACCION,4,C,AC,,,N
10000974,5983,2538,2.9.5.02538,LIMA P/ODONTOLOGIA,4,C,AC,,,N
10000975,5983,2539,2.9.5.02539,SET DE LIMA P/ODONTOLOGIA,4,C,AC,,,N
10000976,5983,2545,2.9.5.02545,TIPS PARA MICROPIPETA,4,C,AC,,,N
10000977,5983,2546,2.9.5.02546,TRIPODE PARA MECHERO,4,C,AC,,,N
10000978,5983,2547,2.9.5.02547,TELA METALICA PARA MECHERO,4,C,AC,,,N
10000979,5983,2555,2.9.5.02555,PERFUS,4,C,AC,,,N
10000980,5983,2557,2.9.5.02557,CUBREOBJETO,4,C,AC,,,N
10000981,5983,2562,2.9.5.02562,PORTAOBJETO P/MICROSCOPIO,4,C,AC,,,N
10000982,5983,2563,2.9.5.02563,CARIOSTATICO,4,C,AC,,,N
10000983,5983,2564,2.9.5.02564,GOMA P/DIQUE,4,C,AC,,,N
10000984,5983,2567,2.9.5.02567,FRESA P/ ODONTOLOGIA,4,C,AC,,,N
10000985,5983,2568,2.9.5.02568,FRESA DIAMANTADA P/ODONT.,4,C,AC,,,N
10000986,5983,2569,2.9.5.02569,TUBO TRAQUEAL,4,C,AC,,,N
10000987,5983,2576,2.9.5.02576,TUBO AL VACIO P/EXTRACCIONES,4,C,AC,,,N
10000988,5983,2578,2.9.5.02578,MICROPIPETA REGULABLE,4,C,AC,,,N
10000989,5983,2580,2.9.5.02580,CINTA PARA MEDIC. PH,4,C,AC,,,N
10000990,5983,2581,2.9.5.02581,DIPENSER PARA LABORATORIO,4,C,AC,,,N
10000991,5983,2582,2.9.5.02582,TUBO CAPILAR P/HEMATOCRITO,4,C,AC,,,N
10000992,5983,2583,2.9.5.02583,PLACA POLICUBETA P/LAB.,4,C,AC,,,N
10000993,5983,2585,2.9.5.02585,LANCETA P/ LABORATORIO,4,C,AC,,,N
10000994,5983,2591,2.9.5.02591,PLACA DE PETRI,4,C,AC,,,N
10000995,5983,2592,2.9.5.02592,PIPETA GRADUADA,4,C,AC,,,N
10000996,5983,2597,2.9.5.02597,BOLSA ESTERILIZADA P/LAB.,4,C,AC,,,N
10000997,5983,2599,2.9.5.02599,PERA PARA PIPETA,4,C,AC,,,N
10000998,5983,2600,2.9.5.02600,FRASCO PARA MUESTRAS,4,C,AC,,,N
10000999,5983,2620,2.9.5.02620,INDICADOR DE ESTERILIZACION,4,C,AC,,,N
10001000,5983,2634,2.9.5.02634,HISOPO ESPECIAL,4,C,AC,,,N
10001001,5983,2636,2.9.5.02636,COPAS P/PRUEBAS DE LABORAT.,4,C,AC,,,N
10001002,5983,2639,2.9.5.02639,CAJA P/TUBOS DE ENSAYO,4,C,AC,,,N
10001003,5983,2694,2.9.5.02694,BOLSA P/EXTRACCION SANGRE,4,C,AC,,,N
10001004,5983,2710,2.9.5.02710,MALLA P/MUESTRAS BIOLOGICAS,4,C,AC,,,N
10001005,5983,2752,2.9.5.02752,PIPETA MULTICANAL,4,C,AC,,,N
10001006,5983,2753,2.9.5.02753,MICROPIPETA C/AJUSTE DIGITAL,4,C,AC,,,N
10001007,5983,2754,2.9.5.02754,ULTRAMICROPIPETA,4,C,AC,,,N
10001008,5983,2763,2.9.5.02763,PROBETA,4,C,AC,,,N
10001009,5983,2764,2.9.5.02764,VASO DE PRECIPITADO,4,C,AC,,,N
10001010,5983,2765,2.9.5.02765,ERLENMEYERS,4,C,AC,,,N
10001011,5983,2780,2.9.5.02780,CUBA DE SECUENCIA,4,C,AC,,,N
10001012,5983,2782,2.9.5.02782,PISETA DE LABORATORIO,4,C,AC,,,N
10001013,5983,2784,2.9.5.02784,ENEMA,4,C,AC,,,N
10001014,5983,2786,2.9.5.02786,KIT DE MUESTRARIOS,4,C,AC,,,N
10001015,5983,2787,2.9.5.02787,REFRIGERANTE P/LABORATORIO,4,C,AC,,,N
10001016,5983,2832,2.9.5.02832,REGLA P/ENDODONCIA,4,C,AC,,,N
10001017,5983,2833,2.9.5.02833,CLAMP P/ODONTOLOGIA,4,C,AC,,,N
10001018,5983,2886,2.9.5.02886,HILO DE SUTURA,4,C,AC,,,N
10001019,5983,2954,2.9.5.02954,SEPARADOR PARABEUF,4,C,AC,,,N
10001020,5983,2955,2.9.5.02955,RECIPIENTE QUIRURGICO,4,C,AC,,,N
10001021,5983,2957,2.9.5.02957,RASPADOR DENTAL P/ANIMAL,4,C,AC,,,N
10001022,5983,2958,2.9.5.02958,FORCEPS P/ EXTRACCION,4,C,AC,,,N
10001023,5983,2959,2.9.5.02959,CRISTALIZADORES,4,C,AC,,,N
10001024,5983,2960,2.9.5.02960,CUBA CROMATOGRAFICA,4,C,AC,,,N
10001025,5983,2961,2.9.5.02961,VARILLA MEZCLADORA,4,C,AC,,,N
10001026,5983,2962,2.9.5.02962,PLACA P/CROMATOGRAFIA,4,C,AC,,,N
10001027,5983,2972,2.9.5.02972,VAGINOSCOPIO,4,C,AC,,,N
10001028,5983,2973,2.9.5.02973,ARCOS PARA ESTETOSCOPIO,4,C,AC,,,N
10001029,5983,2974,2.9.5.02974,ROBINETE,4,C,AC,,,N
10001030,5983,2975,2.9.5.02975,OLIVAS PARA ESTETOSCOPIO,4,C,AC,,,N
10001031,5983,2976,2.9.5.02976,TUBO PARA ESTETOSCOPIO,4,C,AC,,,N
10001032,5983,2979,2.9.5.02979,BRAZAL P/TENSIOMETRO,4,C,AC,,,N
10001033,5983,2980,2.9.5.02980,CAMARA P/TENSIOMETRO,4,C,AC,,,N
10001034,5983,2981,2.9.5.02981,PERA P/TENSIOMETRO,4,C,AC,,,N
10001035,5983,2982,2.9.5.02982,RELOJ P/TENSIOMETRO,4,C,AC,,,N
10001036,5983,3016,2.9.5.03016,ASPEJADOR P/ERLENMEYERS,4,C,AC,,,N
10001037,5983,3017,2.9.5.03017,GRADILLA P/TUBO DE ENSAYO,4,C,AC,,,N
10001038,5983,3020,2.9.5.03020,BOLSA P/ COLOSTOMIA,4,C,AC,,,N
10001039,5983,3021,2.9.5.03021,PAÑO ESTERIL,4,C,AC,,,N
10001040,5983,3024,2.9.5.03024,PAPEL FILTRO,4,C,AC,,,N
10001041,5983,3092,2.9.5.03092,SET P/TRASLADO DE ORGANOS,4,C,AC,,,N
10001042,5983,3170,2.9.5.03170,MEMBRANA P/ELECTRODO,4,C,AC,,,N
10001043,5983,3221,2.9.5.03221,EMBOLO,4,C,AC,,,N
10001044,5983,3227,2.9.5.03227,RASPADOR P/USO  VETERINARIO,4,C,AC,,,N
10001045,5983,3255,2.9.5.03255,ESPECULO DESCARTABLE,4,C,AC,,,N
10001046,5983,3263,2.9.5.03263,ORINAL P/INCONTINENCIA,4,C,AC,,,N
10001047,5983,3287,2.9.5.03287,DESCORNADORA,4,C,AC,,,N
10001048,5983,3289,2.9.5.03289,MOCHETA USO VETERINARIO,4,C,AC,,,N
10001049,5983,3295,2.9.5.03295,COMPRESOR P/TRIQUINA,4,C,AC,,,N
10001050,5983,3296,2.9.5.03296,ACCESORIO P/JERINGA,4,C,AC,,,N
10001051,5983,3297,2.9.5.03297,PINZA P/CARAVANA,4,C,AC,,,N
10001052,5983,3300,2.9.5.03300,PALETA P/VETERINARIA,4,C,AC,,,N
10001053,5983,3416,2.9.5.03416,FILTRO P/ JERINGA,4,C,AC,,,N
10001054,5983,3474,2.9.5.03474,SET P/BOMBA DE INFUSION,4,C,AC,,,N
10001055,5983,3491,2.9.5.03491,PROPIPETA,4,C,AC,,,N
10001056,5983,3492,2.9.5.03492,TIPS,4,C,AC,,,N
10001057,5983,3493,2.9.5.03493,TUBERIA,4,C,AC,,,N
10001058,5983,3494,2.9.5.03494,ESPATULA P/ LABORATORIO,4,C,AC,,,N
10001059,5983,3529,2.9.5.03529,JERINGA P/DILUTOR,4,C,AC,,,N
10001060,5983,3572,2.9.5.03572,VIAL,4,C,AC,,,N
10001061,5983,3634,2.9.5.03634,CART. AUTOANALIZ.SANGRE,4,C,AC,,,N
10001062,5983,3685,2.9.5.03685,ALAMBRE PARA LIGADURA,4,C,AC,,,N
10001063,5983,3686,2.9.5.03686,APLICADOR DE FLUOR,4,C,AC,,,N
10001064,5983,3698,2.9.5.03698,BURBUJEADOR,4,C,AC,,,N
10001065,5983,3751,2.9.5.03751,TERMOMETRO MEDICINAL,4,C,AC,,,N
10001066,5983,3972,2.9.5.03972,BOTELLA P/DEMANDA OXIGENO,4,C,AC,,,N
10001067,5983,4026,2.9.5.04026,MEMBRANA P/LABORATORIO,4,C,AC,,,N
10001068,5983,4037,2.9.5.04037,PAPEL PARAFINADO,4,C,AC,,,N
10001069,5983,4046,2.9.5.04046,DOSIMETRO PARA RADIACION,4,C,AC,,,N
10001070,5983,4047,2.9.5.04047,CRIOVIAL,4,C,AC,,,N
10001071,5983,4055,2.9.5.04055,TUBO DE VIDRIO,4,C,AC,,,N
10001072,5983,4060,2.9.5.04060,TAMIZ DE ENSAYO,4,C,AC,,,N
10001073,5983,4078,2.9.5.04078,FILTRO DE FIBRA DE VIDRIO,4,C,AC,,,N
10001074,5983,4086,2.9.5.04086,FILTRO DE POLICARBONATO,4,C,AC,,,N
10001075,5983,4087,2.9.5.04087,KITASATO PARA FILTRACION,4,C,AC,,,N
10001076,5983,4094,2.9.5.04094,CAPSULA PLASTICA,4,C,AC,,,N
10001077,5983,4095,2.9.5.04095,TAPA P/CAPSULA ,4,C,AC,,,N
10001078,5983,4096,2.9.5.04096,CUBRECALZADO,4,C,AC,,,N
10001079,5983,4097,2.9.5.04097,CUBRECABEZA,4,C,AC,,,N
10001080,5983,4105,2.9.5.04105,CAJA P/CRIOTUBO,4,C,AC,,,N
10001081,5983,4106,2.9.5.04106,CRIOTUBO,4,C,AC,,,N
10001082,5983,4189,2.9.5.04189,FRASCO DE ACRILICO,4,C,AC,,,N
10001083,5983,4195,2.9.5.04195,CRISOL P/ LABORATORIO,4,C,AC,,,N
10001084,5983,4198,2.9.5.04198,ELEMENTOS DESC. P/CIRUGIA,4,C,AC,,,N
10001085,5983,4208,2.9.5.04208,ELEMENTOS PARA RADIOLOGIA,4,C,AC,,,N
10001086,5983,4209,2.9.5.04209,CAPILARES,4,C,AC,,,N
10001087,5983,4212,2.9.5.04212,TUBO DE OXIGENO,4,C,AC,,,N
10001088,5983,4218,2.9.5.04218,FERULAS INFLABLES,4,C,AC,,,N
10001089,5983,4219,2.9.5.04219,ACCESORIOS UROLOGICOS,4,C,AC,,,N
10001090,5983,4220,2.9.5.04220,TUBO KIMA,4,C,AC,,,N
10001091,5983,4315,2.9.5.04315,COMPRESAS PARA PLATINA,4,C,AC,,,N
10001092,5983,4346,2.9.5.04346,CAMPANA DE VIDRIO,4,C,AC,,,N
10001093,5983,4383,2.9.5.04383,TIJERA PARA ODONTOLOGIA,4,C,AC,,,N
10001094,5983,4385,2.9.5.04385,MASILLA PARA ODONTOLOGIA,4,C,AC,,,N
10001095,5983,4389,2.9.5.04389,CERA ROSA P/ODONTOLOGIA,4,C,AC,,,N
10001096,5983,4396,2.9.5.04396,BOLSA AUTOCLAVABLE,4,C,AC,,,N
10001097,5983,4400,2.9.5.04400,MUESTRARIO PARA ODONTOLOGIA,4,C,AC,,,N
10001098,5983,4476,2.9.5.04476,COLUMNA DE CROMATOGRAFIA,4,C,AC,,,N
10001099,5983,4480,2.9.5.04480,PAPEL ABSORVENTE,4,C,AC,,,N
10001100,5983,4481,2.9.5.04481,MACROPIPETA,4,C,AC,,,N
10001101,5983,4487,2.9.5.04487,TUBO A ROSCA,4,C,AC,,,N
10001102,5983,4496,2.9.5.04496,JERINGA HAMILTON,4,C,AC,,,N
10001103,5983,4497,2.9.5.04497,TAPAS PERFORADAS ,4,C,AC,,,N
10001104,5983,4522,2.9.5.04522,TUBO DE HEMOLISIS,4,C,AC,,,N
10001105,5983,4523,2.9.5.04523,EMBUDO P/ MEDICINA,4,C,AC,,,N
10001106,5983,4529,2.9.5.04529,ADAPTADOR DE ACERO INOXIDABLE,4,C,AC,,,N
10001107,5983,4534,2.9.5.04534,TUBO DE POLIPROPILENO,4,C,AC,,,N
10001108,5983,4535,2.9.5.04535,CRISTAL VIOLETA,4,C,AC,,,N
10001109,5983,4539,2.9.5.04539,MATRAZ AFORADO,4,C,AC,,,N
10001110,5983,4549,2.9.5.04549,MARCOS-INMUNOMODULOS,4,C,AC,,,N
10001111,5983,4552,2.9.5.04552,TIRAS INDIVIDUALES,4,C,AC,,,N
10001112,5983,4558,2.9.5.04558,BOLSA DE RESIDUOS PATOLOGICOS,4,C,AC,,,N
10001113,5983,4566,2.9.5.04566,SELLADORA TERMICA ,4,C,AC,,,N
10001114,5983,4573,2.9.5.04573,COLUMNA  PARA HPLC,4,C,AC,,,N
10001115,5983,4574,2.9.5.04574,CARTUCHO PARA CROMATOGRAFIA,4,C,AC,,,N
10001116,5983,4577,2.9.5.04577,PLACA FLEXIBLE,4,C,AC,,,N
10001117,5983,4605,2.9.5.04605,SEPTUM,4,C,AC,,,N
10001118,5983,4633,2.9.5.04633,MICROTUBO P/LABORATORIO,4,C,AC,,,N
10001119,5983,4640,2.9.5.04640,JERINGA PLASTICA,4,C,AC,,,N
10001120,5983,4684,2.9.5.04684,PELICULAS RADIOGRAFICAS,4,C,AC,,,N
10001121,5983,4685,2.9.5.04685,CELDA P/MUESTRAS D/LABORATORIO,4,C,AC,,,N
10001122,5983,4687,2.9.5.04687,KIT ODONTOLOGICO,4,C,AC,,,N
10001123,5983,4707,2.9.5.04707,PIPETA PARA NEBULIZAR,4,C,AC,,,N
10001124,5983,4721,2.9.5.04721,SET. INSTRUMENTAL LABORATORIO,4,C,AC,,,N
10001125,5983,4761,2.9.5.04761,MORTERO,4,C,AC,,,N
10001126,5983,4811,2.9.5.04811,TUBO PARA PCR,4,C,AC,,,N
10001127,5983,4812,2.9.5.04812,VIDRIO PARA CUBA,4,C,AC,,,N
10001128,5983,4814,2.9.5.04814,PLACA DE POLIESTIRENO,4,C,AC,,,N
10001129,5983,4815,2.9.5.04815,TUBO DE POLIESTIRENO,4,C,AC,,,N
10001130,5983,4836,2.9.5.04836,PAPEL SEPARADOR DE FASES,4,C,AC,,,N
10001131,5983,4879,2.9.5.04879,GOTERO,4,C,AC,,,N
10001132,5983,4883,2.9.5.04883,ELECTRODO P/ PH,4,C,AC,,,N
10001133,5983,4887,2.9.5.04887,SET USO GINECOLOGICO,4,C,AC,,,N
10001134,5983,4889,2.9.5.04889,COMPRESAS PARA CURACION,4,C,AC,,,N
10001135,5983,5003,2.9.5.05003,TUBO DE KHAN,4,C,AC,,,N
10001136,5983,5004,2.9.5.05004,TUBO P/ CENTRIFUGA,4,C,AC,,,N
10001137,5983,5019,2.9.5.05019,MARTILLO DE REFLEJO,4,C,AC,,,N
10001138,5983,5032,2.9.5.05032,CAPUCHON BI-FILTRO,4,C,AC,,,N
10001139,5983,5040,2.9.5.05040,BOLSA RESUCITADORA,4,C,AC,,,N
10001140,5983,5041,2.9.5.05041,COLLAR CERVICAL,4,C,AC,,,N
10001141,5983,5061,2.9.5.05061,CHATA Y ORINAL,4,C,AC,,,N
10001142,5983,5134,2.9.5.05134,HILO DENTAL,4,C,AC,,,N
10001143,5983,5141,2.9.5.05141,ELEVADOR BUCAL,4,C,AC,,,N
10001144,5983,5144,2.9.5.05144,INSTRUMENTAL ODONTOLOGICO,4,C,AC,,,N
10001145,5983,5149,2.9.5.05149,CEPILLO GINECOLOGICO,4,C,AC,,,N
10001146,5983,5157,2.9.5.05157,SOBRE DE SUTURA DE ACIDO,4,C,AC,,,N
10001147,5983,5159,2.9.5.05159,FRASCO AMPOLLA,4,C,AC,,,N
10001148,5983,5160,2.9.5.05160,TAPON BROMOBUTILO,4,C,AC,,,N
10001149,5983,5183,2.9.5.05183,PILON,4,C,AC,,,N
10001150,5983,5204,2.9.5.05204,PIPETA REGULABLE,4,C,AC,,,N
10001151,5983,5276,2.9.5.05276,AMPOLLA DE LABORATORIO,4,C,AC,,,N
10001152,5983,5282,2.9.5.05282,ASTRINGENTE VETERINARIO,4,C,AC,,,N
10001153,5983,5294,2.9.5.05294,CERA PARA HUESO,4,C,AC,,,N
10001154,5983,5301,2.9.5.05301,BARRA MAGNETICA,4,C,AC,,,N
10001155,5983,5321,2.9.5.05321,NAVAJA P/MICROTOMO,4,C,AC,,,N
10001156,5983,5378,2.9.5.05378,TUBO P/HEMOGRAMA,4,C,AC,,,N
10001157,5983,5380,2.9.5.05380,TUBO PARA COAGULOGRAMA,4,C,AC,,,N
10001158,5983,5409,2.9.5.05409,TUBO P/ANALISIS DE SANGRE,4,C,AC,,,N
10001159,5983,5410,2.9.5.05410,CUBETA DE REACCION,4,C,AC,,,N
10005398,6048,1301,4.3.7.01301,MECHERO,4,U,AC,,,N
10001160,5983,5435,2.9.5.05435,CUBETA RECTANGULAR,4,C,AC,,,N
10001161,5983,5471,2.9.5.05471,MOLDE PARA BIOPSIA,4,C,AC,,,N
10001162,5983,5503,2.9.5.05503,CONSERVADOR P/LABORATORIO,4,C,AC,,,N
10001163,5983,5504,2.9.5.05504,PLACAS P/ODONTOLOGIA,4,C,AC,,,N
10001164,5983,5506,2.9.5.05506,TOALLITAS P/ ODONTOLOGIA,4,C,AC,,,N
10001165,5983,5507,2.9.5.05507,CADENA P/ BABERO,4,C,AC,,,N
10001166,5983,5512,2.9.5.05512,CAJA PARA ESTERILIZAR,4,C,AC,,,N
10001167,5983,5513,2.9.5.05513,PALILLOS P/ ODONTOLOGIA,4,C,AC,,,N
10001168,5983,5514,2.9.5.05514,PASTA P/ ODONTOLOGIA,4,C,AC,,,N
10001169,5983,5515,2.9.5.05515,TIRA P/ ODONTOLOGIA,4,C,AC,,,N
10001170,5983,5543,2.9.5.05543,LAPIZ DIAMANTE,4,C,AC,,,N
10001171,5983,5549,2.9.5.05549,PEINE P/CUBA DE ELECTROFORESIS,4,C,AC,,,N
10001172,5983,5567,2.9.5.05567,CANULA,4,C,AC,,,N
10001173,5983,5568,2.9.5.05568,CASSETE PARA BIOPSIA,4,C,AC,,,N
10001174,5983,5576,2.9.5.05576,PINZA PARA LABORATORIO,4,C,AC,,,N
10001175,5983,5610,2.9.5.05610,PORTAFILTRO DE VIDRIO,4,C,AC,,,N
10001176,5983,5615,2.9.5.05615,TACO DE MARCHA,4,C,AC,,,N
10001177,5983,5623,2.9.5.05623,PEINE,4,C,AC,,,N
10001178,5983,5627,2.9.5.05627,MANGO DE BISTURI,4,C,AC,,,N
10001179,5983,5682,2.9.5.05682,FERULA DIGITAL,4,C,AC,,,N
10001180,5983,5690,2.9.5.05690,PISTOLA P/BIOPSIA,4,C,AC,,,N
10001181,5983,5693,2.9.5.05693,SET P/ CALIBRAR CONDUCTIMETRO,4,C,AC,,,N
10001182,5983,5697,2.9.5.05697,KIT DE INSTRUMENTAL ,4,C,AC,,,N
10001183,5983,5700,2.9.5.05700,TUBO APIROGENO,4,C,AC,,,N
10001184,5983,5703,2.9.5.05703,ANSA CALIBRADA,4,C,AC,,,N
10001185,5983,5716,2.9.5.05716,PIPETA DESCARTABLE,4,C,AC,,,N
10001186,5983,5717,2.9.5.05717,CAJA P/ CRIOTUBOS,4,C,AC,,,N
10001187,5983,5718,2.9.5.05718,BOLSA PARA OBITO,4,C,AC,,,N
10001188,5983,5719,2.9.5.05719,SISTEMA DE FILTRACION,4,C,AC,,,N
10001189,5983,5722,2.9.5.05722,CANASTO P/ TUBOS DE ENSAYO,4,C,AC,,,N
10001190,5983,5723,2.9.5.05723,ESPATULA DE AYRE,4,C,AC,,,N
10001191,5983,5724,2.9.5.05724,CEPILLO ENDOCERVICAL,4,C,AC,,,N
10001192,5983,5741,2.9.5.05741,TIMER,4,C,AC,,,N
10001193,5983,5742,2.9.5.05742,CLAMP PARA CINTA DE DIALISIS,4,C,AC,,,N
10001194,5983,5750,2.9.5.05750,FALSKETTE,4,C,AC,,,N
10001195,5983,5751,2.9.5.05751,PALA PARA GELES,4,C,AC,,,N
10001196,5983,5752,2.9.5.05752,PLACAS DE ELISA,4,C,AC,,,N
10001197,5983,5753,2.9.5.05753,TAPA PARA TUBO,4,C,AC,,,N
10001198,5983,5754,2.9.5.05754,FILM SELLADOR DE PLACAS,4,C,AC,,,N
10001199,5983,5755,2.9.5.05755,FILM AUTOADHERENTE,4,C,AC,,,N
10001200,5983,5769,2.9.5.05769,PINZA P/MEDICINA,4,C,AC,,,N
10001201,5983,5770,2.9.5.05770,CAPSULA DE PORCELANA,4,C,AC,,,N
10001202,5983,5773,2.9.5.05773,PORTAOBJETO P/LABORATORIO,4,C,AC,,,N
10001203,5983,5774,2.9.5.05774,PESAFILTRO,4,C,AC,,,N
10001204,5983,5776,2.9.5.05776,PORTAOBJETO P/AUTOCLAVES,4,C,AC,,,N
10001205,5983,5777,2.9.5.05777,PORTAOBJETOS P/AUTOCLAVES,4,C,AC,,,N
10001206,5983,5778,2.9.5.05778,MECHERO P/LABORATORIO,4,C,AC,,,N
10001207,5983,5799,2.9.5.05799,DISP. DE FILTRACION P/ESTUFA,4,C,AC,,,N
10001208,5983,5804,2.9.5.05804,DEPOSITO P/PIPETAS,4,C,AC,,,N
10001209,5983,5807,2.9.5.05807,RESERVORIO DE REACTIVO,4,C,AC,,,N
10001210,5983,5816,2.9.5.05816,PRESERVATIVO,4,C,AC,,,N
10001211,5983,5846,2.9.5.05846,EMBUDO P/LABORATORIO,4,C,AC,,,N
10001212,5983,5854,2.9.5.05854,CLIPS P/RADIOGRAFIA,4,C,AC,,,N
10001213,5983,5858,2.9.5.05858,CESTA P/ESTERILIZAR,4,C,AC,,,N
10001214,5983,5859,2.9.5.05859,CONO DE GUTAPERCHA,4,C,AC,,,N
10001215,5983,5860,2.9.5.05860,PINZA PORTATUBO,4,C,AC,,,N
10001216,5983,5861,2.9.5.05861,JUEGO DE DIENTES,4,C,AC,,,N
10001217,5983,5872,2.9.5.05872,KIT DE POSTES ODONTOLOGICOS,4,C,AC,,,N
10001218,5983,5873,2.9.5.05873,KIT DE JERINGAS DE COMPOSITE,4,C,AC,,,N
10001219,5983,5879,2.9.5.05879,EMBUDO FILTRANTE,4,C,AC,,,N
10001220,5983,5881,2.9.5.05881,TUBO DE NESSLER,4,C,AC,,,N
10001221,5983,5889,2.9.5.05889,SACHET DE ASPIRACION,4,C,AC,,,N
10001222,5983,5891,2.9.5.05891,MICRODILUIDOR,4,C,AC,,,N
10001223,5983,5894,2.9.5.05894,PAPEL BENCHKOTE,4,C,AC,,,N
10001224,5983,5921,2.9.5.05921,ARCO P/BOVEDA PLANTAR,4,C,AC,,,N
10001225,5983,5922,2.9.5.05922,OLIVA PARA PLANTILLA,4,C,AC,,,N
10001226,5983,5937,2.9.5.05937,TUBO CAPILAR,4,C,AC,,,N
10001227,5983,5950,2.9.5.05950,TRANSDUCTOR ULTRASONICO,4,C,AC,,,N
10001228,5983,5967,2.9.5.05967,TAPON METALICO,4,C,AC,,,N
10001229,5983,5968,2.9.5.05968,CAJA P/ VIAL,4,C,AC,,,N
10001230,5983,5972,2.9.5.05972,MALLA TUBULAR P/PROTESIS,4,C,AC,,,N
10001231,5983,5984,2.9.5.05984,UNIDAD FILTRANTE POR VACIO,4,C,AC,,,N
10001232,5983,6016,2.9.5.06016,FOLIAS DE CARBON,4,C,AC,,,N
10001233,5983,6048,2.9.5.06048,KIT PARA CONTRASTE COLON,4,C,AC,,,N
10001234,5983,6053,2.9.5.06053,TALONERA,4,C,AC,,,N
10001235,5983,6055,2.9.5.06055,RECTOSCOPIO,4,C,AC,,,N
10001236,5983,6095,2.9.5.06095,SELLO P/PIPETA,4,C,AC,,,N
10001237,5983,6100,2.9.5.06100,TUBULADORA,4,C,AC,,,N
10001238,5983,6104,2.9.5.06104,ESPACIADOR MOLECULAR,4,C,AC,,,N
10001239,5983,6106,2.9.5.06106,MOLDE PARA PLUG,4,C,AC,,,N
10001240,5983,6136,2.9.5.06136,PROCESADOR COLUMNAS EXTRACCION,4,C,AC,,,N
10001241,5983,6145,2.9.5.06145,TAPA DE CRISOL,4,C,AC,,,N
10001242,5983,6151,2.9.5.06151,PREFILTRO,4,C,AC,,,N
10001243,5983,6153,2.9.5.06153,ANOSCOPIO,4,C,AC,,,N
10001244,5983,6157,2.9.5.06157,FAJA DE PROTECCION,4,C,AC,,,N
10001245,5983,6163,2.9.5.06163,JUEGO LENTES PRECISION P/LASER,4,C,AC,,,N
10001246,5983,6164,2.9.5.06164,CUBETA P/LASER,4,C,AC,,,N
10001247,5983,6165,2.9.5.06165,ESPEJO P/LASER,4,C,AC,,,N
10001248,5983,6167,2.9.5.06167,PRISMA P/LASER,4,C,AC,,,N
10001249,5983,6172,2.9.5.06172,DIVISOR DE HAZ P/LASER,4,C,AC,,,N
10001250,5983,6180,2.9.5.06180,ESPEJO DICROICO P/LASER,4,C,AC,,,N
10001251,5983,6181,2.9.5.06181,JUEGO FILTROS OPTICOS P/LASER,4,C,AC,,,N
10001252,5983,6182,2.9.5.06182,VENTANA OPTICA,4,C,AC,,,N
10001253,5983,6183,2.9.5.06183,CUBO POLARIZADOR,4,C,AC,,,N
10001254,5983,6185,2.9.5.06185,LAMINA RETARDADORA,4,C,AC,,,N
10001255,5983,6190,2.9.5.06190,PROTESIS ODONTOLOGICA,4,C,AC,,,N
10001256,5983,6198,2.9.5.06198,RED DE DIFRACCION P/LASER,4,C,AC,,,N
10001257,5983,6199,2.9.5.06199,CUCHARA DOBLE,4,C,AC,,,N
